ID,Feature_ID,Language_ID,Value,Date,Source,Note,Code_ID,Reminder (delete this column)
AUTOMATIC,Pos_Coord,lati1261,1,-300,"Pitts 2023, 227",only postpositional -que is attested in the earliest epigraphy,Pos_Coord_1,
,Pos_Coord,lati1261,0,-200,"Pinkster 2021, 622",et is dominant over -que in Plautus,Pos_Coord_0,
,Pos_Coord,lati1261,0,-26,"Pinkster 2021, 622",et is dominant in most classical authors,Pos_Coord_0,
,Pos_Coord,lati1261,0,79,"Pinkster 2021, 621",et is dominant in graffiti at Pompeii,Pos_Coord_0,
,Pos_Coord,lati1261,0,400,"Pinkster 2021, 622",et is vastly dominant in Augustine's work,Pos_Coord_0,
,Ord_Gen,lati1261,0,-185,"Bauer 2009, 265",In the Senatus Consultum de Bacchanalibus the order GN predominates,Ord_Gen_0,
,Ord_Gen,lati1261,1,-26,"Bauer 2009, 266","In Classical Latin NG is less marked, perhaps as early as Plautus",Ord_Gen_1,
,Ord_Gen,lati1261,1,400,"Bauer 2009, 267",In later Latin the tendency towards NG strengthens,Ord_Gen_1,
,Ord_Adj,lati1261,0,-200,"Pitts 2023, 184",In early Latin adjectives tend to follow the noun,Ord_Adj_0,
,Ord_Adj,lati1261,0,-600,"Pitts 2023, 184",In early Latin adjectives tend to follow the noun,Ord_Adj_0,
,Ord_Gen,lati1261,0,-300,"Pitts 2023, 179",In the earliest Latin genitives precede,Ord_Gen_0,
,Ord_Obj,lati1261,0,-650,"Pitts 2023, 166",From its earliest attestation Latin shows OV word order,Ord_Obj_0,
,Ord_Obj,lati1261,0,-185,"Bauer 2009, 265",In the Senatus Consultum de Bacchanalibus the verb-final order predominates,Ord_Obj_0,
,Ord_Obj,lati1261,0,-200,"Bauer 2009, 269","Plautus prefers OV, although with a significant proportion of OV",Ord_Obj_0,
,Ord_Obj,lati1261,1,385,"Adams 1976, 93",The Peregrinatio Aetheriae prefers VO,Ord_Obj_1,
,Ord_Obj,lati1261,1,110,"Adams 1976, 94",The letters of Terentianus show a preference for VO,Ord_Obj_1,
,Ord_Obj,lati1261,0,-26,"Adams 1976, 94",Classical authors prefer OV,Ord_Obj_0,
,Overt_Acc,lati1261,1,-550,CEIPoM,From its earliest attestation Latin has a productive accusative case,Overt_Acc_1,
,Agr_Acc,lati1261,1,-550,CEIPoM,From its earliest attestation Latin has a productive accusative case,Agr_Acc_1,
,Agr_Loc,lati1261,0,-300,CEIPoM,From its earliest attestation Latin expresses productive locatives analytically,Agr_Loc_0,
,Agr_Dat,lati1261,1,-600,CEIPoM,From its earliest attestation Latin has a productive dative case,Agr_Dat_1,
,Agr_Dat,lati1261,0,600,"Clackson & Horrocks 2011, 277",An analytic ad takes over dative functions,Agr_Dat_0,
,Agr_Dat,lati1261,1,400,Vulgate,In the Vulgate Latin has a productive dative case,Agr_Dat_1,
,Rank_Temp,lati1261,1,-200,CEIPoM,"Both balanced and deranked exist, but participial (e.g. absolute) deranked appear to predominate",Rank_Temp_1,
,Rank_Temp,lati1261,1,-26,AGDT,Classical texts mostly deranked? (participial and subjunctives),Rank_Temp_1,
,Rank_Temp,lati1261,1,400,Vulgate,Deranked? subjunctives?,Rank_Temp_1,
,Aff_Nom,lati1261,0,-650,CEIPoM,Latin nominal system mostly suffixal from earliest attestation,Aff_Nom_0,
,Aff_Vrb,lati1261,0,-650,CEIPoM,Latin nominal system mostly suffixal from earliest attestation,Aff_Vrb_0,
,Loc_Obj,lati1261,1,-550,CEIPoM,Latin objects are dependent-marked from the earliest attestation,Loc_Obj_1,
,Loc_Gen,lati1261,0,-650,CEIPoM,Latin genitives are dependent-marked from the earliest attestation,Loc_Gen_0,
,Agr_Gend,lati1261,1,-650,CEIPoM,Latin shows gender agreement from its earliest attestation,Agr_Gend_1,
,Pos_Coord,osca1245,0,-300,CEIPoM,Oscan has only the medial coordinator íním,Pos_Coord_0,
,Pos_Coord,osca1245,0,-100,CEIPoM,Oscan has only the medial coordinator íním,Pos_Coord_0,
,Overt_Acc,osca1245,1,,"Wallace 2007, 18",Oscan has an overt accusative,Overt_Acc_1,
,Agr_Acc,osca1245,1,,"Wallace 2007, 18",Oscan expresses all relevant case relations synthetically,Agr_Acc_1,
,Agr_Acc,osca1245,1,,"Wallace 2007, 18",Oscan expresses all relevant case relations synthetically,Agr_Acc_1,
,Agr_Acc,osca1245,1,,"Wallace 2007, 18",Oscan expresses all relevant case relations synthetically,Agr_Acc_1,
,Aff_Nom,osca1245,0,,Wallace 2007,,Aff_Nom_0,
,Aff_Vrb,osca1245,0,,Wallace 2007,,Aff_Vrb_0,
,Loc_Obj,osca1245,1,,Wallace 2007,,Loc_Obj_1,
,Loc_Gen,osca1245,0,,Wallace 2007,,Loc_Gen_0,
,Rank_Temp,osca1245,0,,"Wallace 2007, 43","Balanced (indicative in subordinate clauses, not many examples of abl. abs.)",Rank_Temp_0,
,Agr_Gend,osca1245,1,,Wallace 2007,,Agr_Gend_1,
,Ord_Acc,osca1245,0,,"Pitts 2023, 168",Throughout its attestation Oscan is OV,Ord_Acc_0,
,Ord_Gen,osca1245,0,,"Pitts 2023, 184",Throughout its attestation Oscan non-proper genitives tend to precede their head noun,Ord_Gen_0,
,Ord_Adj,osca1245,0,,"Pitts 2023, 179",Throughout its attestation Oscan adjectives tend to precede their noun,Ord_Adj_0,
,Align_Nom,osca1245,0,,Wallace 2007,Oscan shows accusative alignment,Align_Nom_0,
,Rel_Clause,osca1245,0,,Wallace 2007,Both internally headed and pronominal relativisation attested: the former is more common?,Rel_Clause_0,
,Prohib_Clause,osca1245,1,,Wallace 2007,Prohibitions use the subjunctive (as opposed to the imperative),Prohib_Clause_1,
,Pos_Coord,umbr1253,0,,Dupraz 2016,Umbrian may have been asyndetic but the best candidate is medial et,Pos_Coord_0,
,Agr_Acc,umbr1253,1,,"Wallace 2007, 18",,Agr_Acc_1,
,Agr_Acc,umbr1253,1,,"Wallace 2007, 18",,Agr_Acc_1,
,Agr_Acc,umbr1253,1,,"Wallace 2007, 18",,Agr_Acc_1,
,Overt_Acc,umbr1253,1,,"Wallace 2007, 18",,Overt_Acc_1,
,Aff_Nom,umbr1253,0,,Wallace 2007,,Aff_Nom_0,
,Aff_Vrb,umbr1253,0,,Wallace 2007,,Aff_Vrb_0,
,Loc_Obj,umbr1253,1,,Wallace 2007,,Loc_Obj_1,
,Loc_Gen,umbr1253,0,,Wallace 2007,,Loc_Gen_0,
,Agr_Gend,umbr1253,1,,Wallace 2007,,Agr_Gend_1,
,Ord_Acc,umbr1253,0,,"Pitts 2023, 168",,Ord_Acc_0,
,Ord_Gen,umbr1253,0,,"Pitts 2023, 184",,Ord_Gen_0,
,Ord_Adj,umbr1253,0,,"Pitts 2023, 179",,Ord_Adj_0,
,Pos_Coord,ital1284,1,,"De Vaan 2008, 506",*kwe was probably the productive coordinator in Proto-Italic while *eti was adverbial,Pos_Coord_1,
,Agr_Acc,ital1284,1,,van der Staaij 1995,,Agr_Acc_1,
,Agr_Dat,ital1284,1,,van der Staaij 1995,,Agr_Dat_1,
,Agr_Loc,ital1284,1,,van der Staaij 1995,,Agr_Loc_1,
,Aff_Nom,ital1284,0,,van der Staaij 1995,,Aff_Nom_0,
,Aff_Vrb,ital1284,0,,van der Staaij 1995,,Aff_Vrb_0,
,Loc_Obj,ital1284,1,,van der Staaij 1995,,Loc_Obj_1,
,Loc_Gen,ital1284,0,,van der Staaij 1995,,Loc_Gen_0,
,Overt_Acc,ital1284,1,,van der Staaij 1995,,Overt_Acc_1,
,Agr_Gend,ital1284,1,,van der Staaij 1995,,Agr_Gend_1,
,Ord_Acc,ital1284,0,,own judgement,Most probable based on Italic evidence,Ord_Acc_0,
,Ord_Gen,ital1284,0,,own judgement,Most probable based on Italic evidence,Ord_Gen_0,
,Ord_Adj,ital1284,NA,,own judgement,Early Italic numerals may preserve a relic of AN order but NA is otherwise sufficiently dominant to make reconstruction risky,Ord_Adj_NA,
,Pos_Coord,mess1244,1,,Pitts 2022,Postpositional -ti is the most common (and most flexible) coordination strategy,Pos_Coord_1,
,Agr_Acc,mess1244,1,,Matzinger 2019,,Agr_Acc_1,
,Agr_Dat,mess1244,1,,Matzinger 2019,,Agr_Dat_1,
,Agr_Loc,mess1244,0,,"Matzinger 2019, 91",The locative is 'zumeist' fortified by an adposition,Agr_Loc_0,
,Aff_Nom,mess1244,0,,Matzinger 2019,,Aff_Nom_0,
,Aff_Vrb,mess1244,0,,Matzinger 2019,,Aff_Vrb_0,
,Loc_Obj,mess1244,1,,Matzinger 2019,,Loc_Obj_1,
,Loc_Gen,mess1244,0,,Matzinger 2019,,Loc_Gen_0,
,Exp_Case,mess1244,,,,,Exp_Case_,
,Agr_Gend,mess1244,1,,Matzinger 2019,,Agr_Gend_1,
,Ord_Obj,mess1244,0,,"Matzinger 2019, 93","OV is most common, although both orders occur",Ord_Obj_0,
,Ord_Gen,mess1244,0,,"Matzinger 2019, 92",,Ord_Gen_0,
,Ord_Adj,mess1244,0,,"Matzinger 2019, 92",,Ord_Adj_0,
,Overt_Acc,mess1244,,,,,Overt_Acc_,
,Align_Nom,mess1244,,,,,Align_Nom_,
,Rank_Temp,mess1244,NA,,,,Rank_Temp_NA,
,Rel_Head,mess1244,0,,,Relative pronoun,Rel_Head_0,
,Rel_Gap,mess1244,1,,,Relative pronoun,Rel_Gap_1,
,Prohib_Clause,mess1244,,,,,Prohib_Clause_,
,Pos_Coord,vene1257,0,,"Lejeune 1974, 72",There are somewhat more cases of medial ke than postpositional kve,Pos_Coord_0,
,Agr_Acc,vene1257,1,,"Lejeune 1974, 89",,Agr_Acc_1,
,Agr_Dat,vene1257,1,,"Lejeune 1974, 89",,Agr_Dat_1,
,Agr_Loc,vene1257,NA,,"Lejeune 1974, 89",No locative constructions are attested: Lejeune finds existence of a locative case 'présumable' but has no actual evidence,Agr_Loc_NA,
,Aff_Nom,vene1257,0,,Lejeune 1974,,Aff_Nom_0,
,Aff_Vrb,vene1257,0,,Lejeune 1974,,Aff_Vrb_0,
,Loc_Obj,vene1257,1,,Lejeune 1974,,Loc_Obj_1,
,Loc_Gen,vene1257,0,,Lejeune 1974,,Loc_Gen_0,
,Exp_Case,vene1257,,,,,Exp_Case_,
,Agr_Gend,vene1257,1,,Lejeune 1974,,Agr_Gend_1,
,Ord_Obj,vene1257,,,,,Ord_Obj_,
,Ord_Gen,vene1257,,,,,Ord_Gen_,
,Ord_Adj,vene1257,,,,,Ord_Adj_,
,Overt_Acc,vene1257,,,,,Overt_Acc_,
,Align_Nom,vene1257,,,,,Align_Nom_,
,Rank_Temp,vene1257,,,,,Rank_Temp_,
,Rel_Head,vene1257,,,,,Rel_Head_,
,Rel_Gap,vene1257,,,,,Rel_Gap_,
,Prohib_Clause,vene1257,,,,,Prohib_Clause_,
,Pos_Coord,sume1241,1,,"Woodard 2004, 51",See also Pitts 2023 for a discussion of the status of the Sumerian construction,Pos_Coord_1,medial = 0
,Ord_Obj,sume1241,0,,"Woodard 2004, 50","SOV is typical, but movement for pragmatic reasons is possible",Ord_Obj_0,OV = 0
,Ord_Gen,sume1241,1,,"Woodard 2004, 33",,Ord_Gen_1,GN = 0
,Ord_Adj,sume1241,0,,"Woodard 2004, 33",,Ord_Adj_0,NA = 0
,Rank_Temp,sume1241,1,,"Woodard 2004, 53",Temporal clauses involve nominalised verb forms?,Rank_Temp_1,balanced = 0
,Aff_Nom,sume1241,0,,"Woodard 2004, 32",,Aff_Nom_0,suffixed = 0
,Aff_Vrb,sume1241,,,,,Aff_Vrb_,suffixed = 0
,Agr_Gend,sume1241,0,,"Woodard 2004, 35",,Agr_Gend_0,no agreement = 0
,Exp_Case,sume1241,,,,,Exp_Case_,no coexponence = 0
,Loc_Obj,sume1241,0,,"Woodard 2004, 47",Prefixed-marking of transitive objects in the third person,Loc_Obj_0,head-marked = 0
,Loc_Gen,sume1241,0,,"Woodard 2004, 32",,Loc_Gen_0,dependent-marked = 0
,Align_Nom,sume1241,1,,"Woodard 2004, 34",,Align_Nom_1,accusative = 0
,Overt_Acc,sume1241,0,,"Woodard 2004, 34",Absolutive case is zero-marked,Overt_Acc_0,not overt = 0
,Agr_Acc,sume1241,0,,"Woodard 2004, 34",Absolutive case is zero-marked,Agr_Acc_0,no agreement = 0
,Agr_Dat,sume1241,0,,"Edzard 2003, 33",Dative affix not obligatorily adjacent to head of noun phrase,Agr_Dat_0,no agreement = 0
,Agr_Loc,sume1241,0,,"Edzard 2003, 33",Dative/locative affix not obligatorily adjacent to head of noun phrase,Agr_Loc_0,no agreement = 0
,Rel_Head,sume1241,,,,,Rel_Head_,no head = 0
,Rel_Gap,sume1241,,,,,Rel_Gap_,gap = 0
,Prohib_Clause,sume1241,,,,,Prohib_Clause_,same imperative = 0
,Pos_Coord,elam1244,0,,"Woodard 2003, 87",,Pos_Coord_0,medial = 0
,Ord_Obj,elam1244,0,,"Woodard 2003, 84","Object precedes verb in Middle and Neo-Elamite, normally",Ord_Obj_0,OV = 0
,Ord_Gen,elam1244,1,,"Woodard 2003, 86","Genitive follows, with some exceptions",Ord_Gen_1,GN = 0
,Ord_Adj,elam1244,NA,,,,Ord_Adj_NA,NA = 0
,Rank_Temp,elam1244,0,,"Woodard 2003, 88",Not clearly discussed?,Rank_Temp_0,balanced = 0
,Aff_Nom,elam1244,0,,Woodard 2003,,Aff_Nom_0,suffixed = 0
,Aff_Vrb,elam1244,0,,Woodard 2003,,Aff_Vrb_0,suffixed = 0
,Agr_Gend,elam1244,0,,"Woodard 2003, 74",An animate / inanimate distinction is redundantly expressed on attributes,Agr_Gend_0,no agreement = 0
,Exp_Case,elam1244,,,,,Exp_Case_,no coexponence = 0
,Loc_Obj,elam1244,1,,"Khačikjan 1998, 14",Object is not marked,Loc_Obj_1,head-marked = 0
,Loc_Gen,elam1244,0,,"Woodard 2003, 86",,Loc_Gen_0,dependent-marked = 0
,Align_Nom,elam1244,,,,,Align_Nom_,accusative = 0
,Overt_Acc,elam1244,0,,"Khačikjan 1998, 14",Object is not marked,Overt_Acc_0,not overt = 0
,Agr_Acc,elam1244,0,,"Woodard 2003, 74",Case relators are expressed with postpositions which may be attached to the noun phrase or to entire clauses,Agr_Acc_0,no agreement = 0
,Agr_Dat,elam1244,0,,"Woodard 2003, 74",Case relators are expressed with postpositions which may be attached to the noun phrase or to entire clauses,Agr_Dat_0,no agreement = 0
,Agr_Loc,elam1244,0,,"Woodard 2003, 74",Case relators are expressed with postpositions which may be attached to the noun phrase or to entire clauses,Agr_Loc_0,no agreement = 0
,Rel_Head,elam1244,,,,,Rel_Head_,no head = 0
,Rel_Gap,elam1244,,,,,Rel_Gap_,gap = 0
,Prohib_Clause,elam1244,,,,,Prohib_Clause_,same imperative = 0
,Pos_Coord,hurr1240,,,,,Pos_Coord_,medial = 0
,Ord_Obj,hurr1240,,,,,Ord_Obj_,OV = 0
,Ord_Gen,hurr1240,,,,,Ord_Gen_,GN = 0
,Ord_Adj,hurr1240,,,,,Ord_Adj_,NA = 0
,Rank_Temp,hurr1240,,,,,Rank_Temp_,balanced = 0
,Aff_Nom,hurr1240,,,,,Aff_Nom_,suffixed = 0
,Aff_Vrb,hurr1240,,,,,Aff_Vrb_,suffixed = 0
,Agr_Gend,hurr1240,,,,,Agr_Gend_,no agreement = 0
,Exp_Case,hurr1240,,,,,Exp_Case_,no coexponence = 0
,Loc_Obj,hurr1240,,,,,Loc_Obj_,head-marked = 0
,Loc_Gen,hurr1240,,,,,Loc_Gen_,dependent-marked = 0
,Align_Nom,hurr1240,,,,,Align_Nom_,accusative = 0
,Overt_Acc,hurr1240,,,,,Overt_Acc_,not overt = 0
,Agr_Acc,hurr1240,,,,,Agr_Acc_,no agreement = 0
,Agr_Dat,hurr1240,,,,,Agr_Dat_,no agreement = 0
,Agr_Loc,hurr1240,,,,,Agr_Loc_,no agreement = 0
,Rel_Head,hurr1240,,,,,Rel_Head_,no head = 0
,Rel_Gap,hurr1240,,,,,Rel_Gap_,gap = 0
,Prohib_Clause,hurr1240,,,,,Prohib_Clause_,same imperative = 0
,Pos_Coord,urar1245,,,,,Pos_Coord_,medial = 0
,Ord_Obj,urar1245,,,,,Ord_Obj_,OV = 0
,Ord_Gen,urar1245,,,,,Ord_Gen_,GN = 0
,Ord_Adj,urar1245,,,,,Ord_Adj_,NA = 0
,Rank_Temp,urar1245,,,,,Rank_Temp_,balanced = 0
,Aff_Nom,urar1245,,,,,Aff_Nom_,suffixed = 0
,Aff_Vrb,urar1245,,,,,Aff_Vrb_,suffixed = 0
,Agr_Gend,urar1245,,,,,Agr_Gend_,no agreement = 0
,Exp_Case,urar1245,,,,,Exp_Case_,no coexponence = 0
,Loc_Obj,urar1245,,,,,Loc_Obj_,head-marked = 0
,Loc_Gen,urar1245,,,,,Loc_Gen_,dependent-marked = 0
,Align_Nom,urar1245,,,,,Align_Nom_,accusative = 0
,Overt_Acc,urar1245,,,,,Overt_Acc_,not overt = 0
,Agr_Acc,urar1245,,,,,Agr_Acc_,no agreement = 0
,Agr_Dat,urar1245,,,,,Agr_Dat_,no agreement = 0
,Agr_Loc,urar1245,,,,,Agr_Loc_,no agreement = 0
,Rel_Head,urar1245,,,,,Rel_Head_,no head = 0
,Rel_Gap,urar1245,,,,,Rel_Gap_,gap = 0
,Prohib_Clause,urar1245,,,,,Prohib_Clause_,same imperative = 0
,Pos_Coord,afro1255,,,,,Pos_Coord_,medial = 0
,Ord_Obj,afro1255,,,,,Ord_Obj_,OV = 0
,Ord_Gen,afro1255,,,,,Ord_Gen_,GN = 0
,Ord_Adj,afro1255,,,,,Ord_Adj_,NA = 0
,Rank_Temp,afro1255,,,,,Rank_Temp_,balanced = 0
,Aff_Nom,afro1255,,,,,Aff_Nom_,suffixed = 0
,Aff_Vrb,afro1255,,,,,Aff_Vrb_,suffixed = 0
,Agr_Gend,afro1255,,,,,Agr_Gend_,no agreement = 0
,Exp_Case,afro1255,,,,,Exp_Case_,no coexponence = 0
,Loc_Obj,afro1255,,,,,Loc_Obj_,head-marked = 0
,Loc_Gen,afro1255,,,,,Loc_Gen_,dependent-marked = 0
,Align_Nom,afro1255,,,,,Align_Nom_,accusative = 0
,Overt_Acc,afro1255,,,,,Overt_Acc_,not overt = 0
,Agr_Acc,afro1255,,,,,Agr_Acc_,no agreement = 0
,Agr_Dat,afro1255,,,,,Agr_Dat_,no agreement = 0
,Agr_Loc,afro1255,,,,,Agr_Loc_,no agreement = 0
,Rel_Head,afro1255,,,,,Rel_Head_,no head = 0
,Rel_Gap,afro1255,,,,,Rel_Gap_,gap = 0
,Prohib_Clause,afro1255,,,,,Prohib_Clause_,same imperative = 0
,Pos_Coord,egyp1246,0,,Pitts 2023,,Pos_Coord_0,medial = 0
,Ord_Obj,egyp1246,,,,,Ord_Obj_,OV = 0
,Ord_Gen,egyp1246,,,,,Ord_Gen_,GN = 0
,Ord_Adj,egyp1246,,,,,Ord_Adj_,NA = 0
,Rank_Temp,egyp1246,1,,"Woodard 2003, 186",in + nominalised verb?,Rank_Temp_1,balanced = 0
,Aff_Nom,egyp1246,0,-1500,Woodard 2003,,Aff_Nom_0,suffixed = 0
,Aff_Nom,egyp1246,1,500,"Woodard 2003, 180",Coptic only prefixed,Aff_Nom_1,
,Aff_Vrb,egyp1246,0,,Woodard 2003,,Aff_Vrb_0,suffixed = 0
,Agr_Gend,egyp1246,1,,"Woodard 2003, 175","Not fully clear: adjectives morphosyntactically 'like nouns', which have gender",Agr_Gend_1,no agreement = 0
,Exp_Case,egyp1246,,,,,Exp_Case_,no coexponence = 0
,Loc_Obj,egyp1246,,,,,Loc_Obj_,head-marked = 0
,Loc_Gen,egyp1246,,,,,Loc_Gen_,dependent-marked = 0
,Align_Nom,egyp1246,,,,,Align_Nom_,accusative = 0
,Overt_Acc,egyp1246,,,,,Overt_Acc_,not overt = 0
,Agr_Acc,egyp1246,,,,,Agr_Acc_,no agreement = 0
,Agr_Dat,egyp1246,,,,,Agr_Dat_,no agreement = 0
,Agr_Loc,egyp1246,,,,,Agr_Loc_,no agreement = 0
,Rel_Head,egyp1246,1,,"Woodard 2003, 186",,Rel_Head_1,no head = 0
,Rel_Gap,egyp1246,0,,"Woodard 2003, 186",Strategies shown include both gapped and non-gapped: 3 of 4 examples are gapped,Rel_Gap_0,gap = 0
,Prohib_Clause,egyp1246,,,,,Prohib_Clause_,same imperative = 0
,Pos_Coord,akka1240,,,,,Pos_Coord_,medial = 0
,Ord_Obj,akka1240,,,,,Ord_Obj_,OV = 0
,Ord_Gen,akka1240,,,,,Ord_Gen_,GN = 0
,Ord_Adj,akka1240,,,,,Ord_Adj_,NA = 0
,Rank_Temp,akka1240,,,,,Rank_Temp_,balanced = 0
,Aff_Nom,akka1240,,,,,Aff_Nom_,suffixed = 0
,Aff_Vrb,akka1240,,,,,Aff_Vrb_,suffixed = 0
,Agr_Gend,akka1240,,,,,Agr_Gend_,no agreement = 0
,Exp_Case,akka1240,,,,,Exp_Case_,no coexponence = 0
,Loc_Obj,akka1240,,,,,Loc_Obj_,head-marked = 0
