ID,Feature_ID,Language_ID,Value,Date,Source,Note,Code_ID,Reminder (delete this column)
,Loc_Gen,akka1240,,,,,Loc_Gen_,dependent-marked = 0
,Align_Nom,akka1240,,,,,Align_Nom_,accusative = 0
,Overt_Acc,akka1240,,,,,Overt_Acc_,not overt = 0
,Agr_Acc,akka1240,,,,,Agr_Acc_,no agreement = 0
,Agr_Dat,akka1240,,,,,Agr_Dat_,no agreement = 0
,Agr_Loc,akka1240,,,,,Agr_Loc_,no agreement = 0
,Rel_Head,akka1240,,,,,Rel_Head_,no head = 0
,Rel_Gap,akka1240,,,,,Rel_Gap_,gap = 0
,Prohib_Clause,akka1240,,,,,Prohib_Clause_,same imperative = 0
,Pos_Coord,ugar1238,,,,,Pos_Coord_,medial = 0
,Ord_Obj,ugar1238,,,,,Ord_Obj_,OV = 0
,Ord_Gen,ugar1238,,,,,Ord_Gen_,GN = 0
,Ord_Adj,ugar1238,,,,,Ord_Adj_,NA = 0
,Rank_Temp,ugar1238,,,,,Rank_Temp_,balanced = 0
,Aff_Nom,ugar1238,,,,,Aff_Nom_,suffixed = 0
,Aff_Vrb,ugar1238,,,,,Aff_Vrb_,suffixed = 0
,Agr_Gend,ugar1238,,,,,Agr_Gend_,no agreement = 0
,Exp_Case,ugar1238,,,,,Exp_Case_,no coexponence = 0
,Loc_Obj,ugar1238,,,,,Loc_Obj_,head-marked = 0
,Loc_Gen,ugar1238,,,,,Loc_Gen_,dependent-marked = 0
,Align_Nom,ugar1238,,,,,Align_Nom_,accusative = 0
,Overt_Acc,ugar1238,,,,,Overt_Acc_,not overt = 0
,Agr_Acc,ugar1238,,,,,Agr_Acc_,no agreement = 0
,Agr_Dat,ugar1238,,,,,Agr_Dat_,no agreement = 0
,Agr_Loc,ugar1238,,,,,Agr_Loc_,no agreement = 0
,Rel_Head,ugar1238,,,,,Rel_Head_,no head = 0
,Rel_Gap,ugar1238,,,,,Rel_Gap_,gap = 0
,Prohib_Clause,ugar1238,,,,,Prohib_Clause_,same imperative = 0
,Pos_Coord,anci1244,,,,,Pos_Coord_,medial = 0
,Ord_Obj,anci1244,,,,,Ord_Obj_,OV = 0
,Ord_Gen,anci1244,,,,,Ord_Gen_,GN = 0
,Ord_Adj,anci1244,,,,,Ord_Adj_,NA = 0
,Rank_Temp,anci1244,,,,,Rank_Temp_,balanced = 0
,Aff_Nom,anci1244,,,,,Aff_Nom_,suffixed = 0
,Aff_Vrb,anci1244,,,,,Aff_Vrb_,suffixed = 0
,Agr_Gend,anci1244,,,,,Agr_Gend_,no agreement = 0
,Exp_Case,anci1244,,,,,Exp_Case_,no coexponence = 0
,Loc_Obj,anci1244,,,,,Loc_Obj_,head-marked = 0
,Loc_Gen,anci1244,,,,,Loc_Gen_,dependent-marked = 0
,Align_Nom,anci1244,,,,,Align_Nom_,accusative = 0
,Overt_Acc,anci1244,,,,,Overt_Acc_,not overt = 0
,Agr_Acc,anci1244,,,,,Agr_Acc_,no agreement = 0
,Agr_Dat,anci1244,,,,,Agr_Dat_,no agreement = 0
,Agr_Loc,anci1244,,,,,Agr_Loc_,no agreement = 0
,Rel_Head,anci1244,,,,,Rel_Head_,no head = 0
,Rel_Gap,anci1244,,,,,Rel_Gap_,gap = 0
,Prohib_Clause,anci1244,,,,,Prohib_Clause_,same imperative = 0
,Pos_Coord,phoe1239,,,,,Pos_Coord_,medial = 0
,Ord_Obj,phoe1239,,,,,Ord_Obj_,OV = 0
,Ord_Gen,phoe1239,,,,,Ord_Gen_,GN = 0
,Ord_Adj,phoe1239,,,,,Ord_Adj_,NA = 0
,Rank_Temp,phoe1239,,,,,Rank_Temp_,balanced = 0
,Aff_Nom,phoe1239,,,,,Aff_Nom_,suffixed = 0
,Aff_Vrb,phoe1239,,,,,Aff_Vrb_,suffixed = 0
,Agr_Gend,phoe1239,,,,,Agr_Gend_,no agreement = 0
,Exp_Case,phoe1239,,,,,Exp_Case_,no coexponence = 0
,Loc_Obj,phoe1239,,,,,Loc_Obj_,head-marked = 0
,Loc_Gen,phoe1239,,,,,Loc_Gen_,dependent-marked = 0
,Align_Nom,phoe1239,,,,,Align_Nom_,accusative = 0
,Overt_Acc,phoe1239,,,,,Overt_Acc_,not overt = 0
,Agr_Acc,phoe1239,,,,,Agr_Acc_,no agreement = 0
,Agr_Dat,phoe1239,,,,,Agr_Dat_,no agreement = 0
,Agr_Loc,phoe1239,,,,,Agr_Loc_,no agreement = 0
,Rel_Head,phoe1239,,,,,Rel_Head_,no head = 0
,Rel_Gap,phoe1239,,,,,Rel_Gap_,gap = 0
,Prohib_Clause,phoe1239,,,,,Prohib_Clause_,same imperative = 0
,Pos_Coord,aram1259,,,,,Pos_Coord_,medial = 0
,Ord_Obj,aram1259,,,,,Ord_Obj_,OV = 0
,Ord_Gen,aram1259,,,,,Ord_Gen_,GN = 0
,Ord_Adj,aram1259,,,,,Ord_Adj_,NA = 0
,Rank_Temp,aram1259,,,,,Rank_Temp_,balanced = 0
,Aff_Nom,aram1259,,,,,Aff_Nom_,suffixed = 0
,Aff_Vrb,aram1259,,,,,Aff_Vrb_,suffixed = 0
,Agr_Gend,aram1259,,,,,Agr_Gend_,no agreement = 0
,Exp_Case,aram1259,,,,,Exp_Case_,no coexponence = 0
,Loc_Obj,aram1259,,,,,Loc_Obj_,head-marked = 0
,Loc_Gen,aram1259,,,,,Loc_Gen_,dependent-marked = 0
,Align_Nom,aram1259,,,,,Align_Nom_,accusative = 0
,Overt_Acc,aram1259,,,,,Overt_Acc_,not overt = 0
,Agr_Acc,aram1259,,,,,Agr_Acc_,no agreement = 0
,Agr_Dat,aram1259,,,,,Agr_Dat_,no agreement = 0
,Agr_Loc,aram1259,,,,,Agr_Loc_,no agreement = 0
,Rel_Head,aram1259,,,,,Rel_Head_,no head = 0
,Rel_Gap,aram1259,,,,,Rel_Gap_,gap = 0
,Prohib_Clause,aram1259,,,,,Prohib_Clause_,same imperative = 0
,Pos_Coord,geez1241,,,,,Pos_Coord_,medial = 0
,Ord_Obj,geez1241,,,,,Ord_Obj_,OV = 0
,Ord_Gen,geez1241,,,,,Ord_Gen_,GN = 0
,Ord_Adj,geez1241,,,,,Ord_Adj_,NA = 0
,Rank_Temp,geez1241,,,,,Rank_Temp_,balanced = 0
,Aff_Nom,geez1241,,,,,Aff_Nom_,suffixed = 0
,Aff_Vrb,geez1241,,,,,Aff_Vrb_,suffixed = 0
,Agr_Gend,geez1241,,,,,Agr_Gend_,no agreement = 0
,Exp_Case,geez1241,,,,,Exp_Case_,no coexponence = 0
,Loc_Obj,geez1241,,,,,Loc_Obj_,head-marked = 0
,Loc_Gen,geez1241,,,,,Loc_Gen_,dependent-marked = 0
,Align_Nom,geez1241,,,,,Align_Nom_,accusative = 0
,Overt_Acc,geez1241,,,,,Overt_Acc_,not overt = 0
,Agr_Acc,geez1241,,,,,Agr_Acc_,no agreement = 0
,Agr_Dat,geez1241,,,,,Agr_Dat_,no agreement = 0
,Agr_Loc,geez1241,,,,,Agr_Loc_,no agreement = 0
,Rel_Head,geez1241,,,,,Rel_Head_,no head = 0
,Rel_Gap,geez1241,,,,,Rel_Gap_,gap = 0
,Prohib_Clause,geez1241,,,,,Prohib_Clause_,same imperative = 0
,Pos_Coord,sayh1236,,,,,Pos_Coord_,medial = 0
,Ord_Obj,sayh1236,,,,,Ord_Obj_,OV = 0
,Ord_Gen,sayh1236,,,,,Ord_Gen_,GN = 0
,Ord_Adj,sayh1236,,,,,Ord_Adj_,NA = 0
,Rank_Temp,sayh1236,,,,,Rank_Temp_,balanced = 0
,Aff_Nom,sayh1236,,,,,Aff_Nom_,suffixed = 0
,Aff_Vrb,sayh1236,,,,,Aff_Vrb_,suffixed = 0
,Agr_Gend,sayh1236,,,,,Agr_Gend_,no agreement = 0
,Exp_Case,sayh1236,,,,,Exp_Case_,no coexponence = 0
,Loc_Obj,sayh1236,,,,,Loc_Obj_,head-marked = 0
,Loc_Gen,sayh1236,,,,,Loc_Gen_,dependent-marked = 0
,Align_Nom,sayh1236,,,,,Align_Nom_,accusative = 0
,Overt_Acc,sayh1236,,,,,Overt_Acc_,not overt = 0
,Agr_Acc,sayh1236,,,,,Agr_Acc_,no agreement = 0
,Agr_Dat,sayh1236,,,,,Agr_Dat_,no agreement = 0
,Agr_Loc,sayh1236,,,,,Agr_Loc_,no agreement = 0
,Rel_Head,sayh1236,,,,,Rel_Head_,no head = 0
,Rel_Gap,sayh1236,,,,,Rel_Gap_,gap = 0
,Prohib_Clause,sayh1236,,,,,Prohib_Clause_,same imperative = 0
,Pos_Coord,anci1245,,,,,Pos_Coord_,medial = 0
,Ord_Obj,anci1245,,,,,Ord_Obj_,OV = 0
,Ord_Gen,anci1245,,,,,Ord_Gen_,GN = 0
,Ord_Adj,anci1245,,,,,Ord_Adj_,NA = 0
,Rank_Temp,anci1245,,,,,Rank_Temp_,balanced = 0
,Aff_Nom,anci1245,,,,,Aff_Nom_,suffixed = 0
,Aff_Vrb,anci1245,,,,,Aff_Vrb_,suffixed = 0
,Agr_Gend,anci1245,,,,,Agr_Gend_,no agreement = 0
,Exp_Case,anci1245,,,,,Exp_Case_,no coexponence = 0
,Loc_Obj,anci1245,,,,,Loc_Obj_,head-marked = 0
,Loc_Gen,anci1245,,,,,Loc_Gen_,dependent-marked = 0
,Align_Nom,anci1245,,,,,Align_Nom_,accusative = 0
,Overt_Acc,anci1245,,,,,Overt_Acc_,not overt = 0
,Agr_Acc,anci1245,,,,,Agr_Acc_,no agreement = 0
,Agr_Dat,anci1245,,,,,Agr_Dat_,no agreement = 0
,Agr_Loc,anci1245,,,,,Agr_Loc_,no agreement = 0
,Rel_Head,anci1245,,,,,Rel_Head_,no head = 0
,Rel_Gap,anci1245,,,,,Rel_Gap_,gap = 0
,Prohib_Clause,anci1245,,,,,Prohib_Clause_,same imperative = 0
,Pos_Coord,hitt1242,1,,"Hoffner & Melchert 2008, 400",-a or -ya connects individual words,Pos_Coord_1,medial = 0
,Ord_Obj,hitt1242,0,,"Woodard 2003, 570",OV word order,Ord_Obj_0,OV = 0
,Ord_Gen,hitt1242,,,,,Ord_Gen_,GN = 0
,Ord_Adj,hitt1242,,,,,Ord_Adj_,NA = 0
,Rank_Temp,hitt1242,0,,"Hoffner & Melchert 2008, 414",No verb alterations in subordinate clauses,Rank_Temp_0,balanced = 0
,Aff_Nom,hitt1242,0,,Hoffner & Melchert 2008,Suffixed,Aff_Nom_0,suffixed = 0
,Aff_Vrb,hitt1242,0,,Hoffner & Melchert 2008,Suffixed,Aff_Vrb_0,suffixed = 0
,Agr_Gend,hitt1242,0,,Hoffner & Melchert 2008,Gender agreement,Agr_Gend_0,no agreement = 0
,Exp_Case,hitt1242,0,,Hoffner & Melchert 2008,Coexponence,Exp_Case_0,no coexponence = 0
,Loc_Obj,hitt1242,1,,Woodard 2003,,Loc_Obj_1,head-marked = 0
,Loc_Gen,hitt1242,0,,Woodard 2003,,Loc_Gen_0,dependent-marked = 0
,Align_Nom,hitt1242,0,,"Woodard 2003, 560",Ergativity with neuters,Align_Nom_0,accusative = 0
,Overt_Acc,hitt1242,1,,Hoffner & Melchert 2008,Accusative case,Overt_Acc_1,not overt = 0
,Agr_Acc,hitt1242,1,,Hoffner & Melchert 2008,Accusative case,Agr_Acc_1,no agreement = 0
,Agr_Dat,hitt1242,1,,"Hoffner & Melchert 2008, 257",,Agr_Dat_1,no agreement = 0
,Agr_Loc,hitt1242,1,,"Hoffner & Melchert 2008, 261",,Agr_Loc_1,no agreement = 0
,Rel_Head,hitt1242,0,,"Woodard 2003, 563",Relative pronoun,Rel_Head_0,no head = 0
,Rel_Gap,hitt1242,1,,"Woodard 2003, 563",Relative pronoun,Rel_Gap_1,gap = 0
,Prohib_Clause,hitt1242,1,,Hoffner & Melchert 313,"Imperative positive, indicative negative",Prohib_Clause_1,same imperative = 0
,Pos_Coord,luvi1235,1,,"Woodard 2003, 582",Clitic -ha conjoins nouns,Pos_Coord_1,medial = 0
,Ord_Obj,luvi1235,0,,"Woodard 2003, 582",Unmarked OV,Ord_Obj_0,OV = 0
,Ord_Gen,luvi1235,,,,,Ord_Gen_,GN = 0
,Ord_Adj,luvi1235,,,,,Ord_Adj_,NA = 0
,Rank_Temp,luvi1235,,,,,Rank_Temp_,balanced = 0
,Aff_Nom,luvi1235,0,,"Woodard 2003, 580",Suffixed,Aff_Nom_0,suffixed = 0
,Aff_Vrb,luvi1235,0,,"Woodard 2003, 582",Mostly suffixed?,Aff_Vrb_0,suffixed = 0
,Agr_Gend,luvi1235,,,,,Agr_Gend_,no agreement = 0
,Exp_Case,luvi1235,,,,,Exp_Case_,no coexponence = 0
,Loc_Obj,luvi1235,1,,Woodard 2003,,Loc_Obj_1,head-marked = 0
,Loc_Gen,luvi1235,0,,"Woodard 2003, 581",Genitive expressed by a relational adjective instead,Loc_Gen_0,dependent-marked = 0
,Align_Nom,luvi1235,,,,,Align_Nom_,accusative = 0
,Overt_Acc,luvi1235,1,,Woodard 2003,,Overt_Acc_1,not overt = 0
,Agr_Acc,luvi1235,1,,Woodard 2003,,Agr_Acc_1,no agreement = 0
,Agr_Dat,luvi1235,1,,Woodard 2003,,Agr_Dat_1,no agreement = 0
,Agr_Loc,luvi1235,,,,,Agr_Loc_,no agreement = 0
,Rel_Head,luvi1235,0,,"Woodard 2003, 581","Needs to be checked: ""typically preceding with a resumptive pronoun""?",Rel_Head_0,no head = 0
,Rel_Gap,luvi1235,1,,"Woodard 2003, 581",Relative pronoun,Rel_Gap_1,gap = 0
,Prohib_Clause,luvi1235,,,,,Prohib_Clause_,same imperative = 0
,Pos_Coord,pala1331,NA,,"Woodard 2003, 589",No simple 'and' attested,Pos_Coord_NA,medial = 0
,Ord_Obj,pala1331,,,,,Ord_Obj_,OV = 0
,Ord_Gen,pala1331,,,,,Ord_Gen_,GN = 0
,Ord_Adj,pala1331,,,,,Ord_Adj_,NA = 0
,Rank_Temp,pala1331,,,,,Rank_Temp_,balanced = 0
,Aff_Nom,pala1331,0,,"Woodard 2003, 588",Suffixed,Aff_Nom_0,suffixed = 0
,Aff_Vrb,pala1331,0,,"Woodard 2003, 588",Suffixed,Aff_Vrb_0,suffixed = 0
,Agr_Gend,pala1331,1,,"Woodard 2003, 589",Agreement attested,Agr_Gend_1,no agreement = 0
,Exp_Case,pala1331,1,,"Woodard 2003, 588",Coexponence,Exp_Case_1,no coexponence = 0
,Loc_Obj,pala1331,,,,,Loc_Obj_,head-marked = 0
,Loc_Gen,pala1331,,,,,Loc_Gen_,dependent-marked = 0
,Align_Nom,pala1331,,,,,Align_Nom_,accusative = 0
,Overt_Acc,pala1331,1,,"Woodard 2003, 588",Accusative case for animate nouns,Overt_Acc_1,not overt = 0
,Agr_Acc,pala1331,1,,"Woodard 2003, 589",Agreement attested,Agr_Acc_1,no agreement = 0
,Agr_Dat,pala1331,1,,"Woodard 2003, 589",Agreement attested,Agr_Dat_1,no agreement = 0
,Agr_Loc,pala1331,,,,,Agr_Loc_,no agreement = 0
,Rel_Head,pala1331,1,,"Woodard 2003, 589",Strongly implies correlative! but CHECK!,Rel_Head_1,no head = 0
,Rel_Gap,pala1331,1,,"Woodard 2003, 588",Mentions relative pronoun,Rel_Gap_1,gap = 0
,Prohib_Clause,pala1331,,,,,Prohib_Clause_,same imperative = 0
,Pos_Coord,lyci1241,0,,"Woodard 2003, 589",medial 'se' 'me',Pos_Coord_0,medial = 0
,Ord_Obj,lyci1241,1,,"Woodard 2003, 589",Basic VSO word order,Ord_Obj_1,OV = 0
,Ord_Gen,lyci1241,1,,"Woodard 2003, 589",Relational' adjectives (substituting for genitives) tend to follow,Ord_Gen_1,GN = 0
,Ord_Adj,lyci1241,1,,"Woodard 2003, 589",Adjectives tend to precede,Ord_Adj_1,NA = 0
,Rank_Temp,lyci1241,,,,,Rank_Temp_,balanced = 0
,Aff_Nom,lyci1241,0,,Woodard 2003,Suffixing,Aff_Nom_0,suffixed = 0
,Aff_Vrb,lyci1241,0,,Woodard 2003,Suffixing,Aff_Vrb_0,suffixed = 0
,Agr_Gend,lyci1241,,,,No explicit mention made of attribute agreement by gender in Woodard,Agr_Gend_,no agreement = 0
,Exp_Case,lyci1241,,,,,Exp_Case_,no coexponence = 0
,Loc_Obj,lyci1241,,,,,Loc_Obj_,head-marked = 0
,Loc_Gen,lyci1241,1,,Woodard 2003,,Loc_Gen_1,dependent-marked = 0
,Align_Nom,lyci1241,,,,,Align_Nom_,accusative = 0
,Overt_Acc,lyci1241,1,,Woodard 2003,,Overt_Acc_1,not overt = 0
,Agr_Acc,lyci1241,1,,Woodard 2003,,Agr_Acc_1,no agreement = 0
,Agr_Dat,lyci1241,1,,Woodard 2003,,Agr_Dat_1,no agreement = 0
,Agr_Loc,lyci1241,1,,Woodard 2003,,Agr_Loc_1,no agreement = 0
,Rel_Head,lyci1241,,,,,Rel_Head_,no head = 0
,Rel_Gap,lyci1241,1,,"Woodard 2003, 597",Mention is made of a relative pronoun,Rel_Gap_1,gap = 0
,Prohib_Clause,lyci1241,,,,,Prohib_Clause_,same imperative = 0
,Pos_Coord,lydi1241,1,,"Woodard 2003, 607",-k,Pos_Coord_1,medial = 0
,Ord_Obj,lydi1241,0,,"Woodard 2003, 606",SOV word order,Ord_Obj_0,OV = 0
,Ord_Gen,lydi1241,0,,"Woodard 2003, 606",Relational' adjectives also precede,Ord_Gen_0,GN = 0
,Ord_Adj,lydi1241,1,,"Woodard 2003, 606",Adjectives precede,Ord_Adj_1,NA = 0
,Rank_Temp,lydi1241,,,,,Rank_Temp_,balanced = 0
,Aff_Nom,lydi1241,0,,Woodard 2003,Suffixed,Aff_Nom_0,suffixed = 0
,Aff_Vrb,lydi1241,0,,Woodard 2003,Suffixed,Aff_Vrb_0,suffixed = 0
,Agr_Gend,lydi1241,1,,"Woodard 2003, 605","gender, number and case agreement",Agr_Gend_1,no agreement = 0
,Exp_Case,lydi1241,,,,,Exp_Case_,no coexponence = 0
,Loc_Obj,lydi1241,,,,,Loc_Obj_,head-marked = 0
,Loc_Gen,lydi1241,,,,,Loc_Gen_,dependent-marked = 0
,Align_Nom,lydi1241,,,,,Align_Nom_,accusative = 0
,Overt_Acc,lydi1241,1,,"Woodard 2003, 605",at least in animates,Overt_Acc_1,not overt = 0
,Agr_Acc,lydi1241,1,,"Woodard 2003, 605",at least in animates,Agr_Acc_1,no agreement = 0
,Agr_Dat,lydi1241,,,,Melchert (in Woodard) speaks of 'dative-locative',Agr_Dat_,no agreement = 0
,Agr_Loc,lydi1241,,,,Melchert (in Woodard) speaks of 'dative-locative',Agr_Loc_,no agreement = 0
,Rel_Head,lydi1241,1,,"Woodard 2003, 606",To check? again speaks of 'resumptive' pronoun,Rel_Head_1,no head = 0
,Rel_Gap,lydi1241,1,,"Woodard 2003, 606",Relative pronoun,Rel_Gap_1,gap = 0
,Prohib_Clause,lydi1241,,,,,Prohib_Clause_,same imperative = 0
,Pos_Coord,cari1274,,,,Coordinator 'sb',Pos_Coord_,medial = 0
,Ord_Obj,cari1274,,,,,Ord_Obj_,OV = 0
,Ord_Gen,cari1274,,,,,Ord_Gen_,GN = 0
,Ord_Adj,cari1274,,,,,Ord_Adj_,NA = 0
,Rank_Temp,cari1274,,,,,Rank_Temp_,balanced = 0
,Aff_Nom,cari1274,1,,"Woodard 2003, 611-2",,Aff_Nom_1,suffixed = 0
,Aff_Vrb,cari1274,,,,,Aff_Vrb_,suffixed = 0
,Agr_Gend,cari1274,,,,,Agr_Gend_,no agreement = 0
,Exp_Case,cari1274,,,,,Exp_Case_,no coexponence = 0
,Loc_Obj,cari1274,,,,,Loc_Obj_,head-marked = 0
,Loc_Gen,cari1274,,,,,Loc_Gen_,dependent-marked = 0
,Align_Nom,cari1274,,,,,Align_Nom_,accusative = 0
,Overt_Acc,cari1274,1,,"Woodard 2003, 611-2",,Overt_Acc_1,not overt = 0
,Agr_Acc,cari1274,1,,"Woodard 2003, 611-2",,Agr_Acc_1,no agreement = 0
,Agr_Dat,cari1274,,,,,Agr_Dat_,no agreement = 0
,Agr_Loc,cari1274,,,,,Agr_Loc_,no agreement = 0
,Rel_Head,cari1274,,,,,Rel_Head_,no head = 0
,Rel_Gap,cari1274,1,,"Woodard 2003, 612",Mention of relative pronoun,Rel_Gap_1,gap = 0
,Prohib_Clause,cari1274,,,,,Prohib_Clause_,same imperative = 0
,Pos_Coord,gree1276,1,,own knowledge,Mostly medial,Pos_Coord_1,medial = 0
,Ord_Obj,gree1276,,,,,Ord_Obj_,OV = 0
,Ord_Gen,gree1276,,,,,Ord_Gen_,GN = 0
,Ord_Adj,gree1276,,,,,Ord_Adj_,NA = 0
,Rank_Temp,gree1276,0,,own knowledge,Balanced?,Rank_Temp_0,balanced = 0
,Aff_Nom,gree1276,0,,own knowledge,Suffixal,Aff_Nom_0,suffixed = 0
,Aff_Vrb,gree1276,0,,own knowledge,Suffixal,Aff_Vrb_0,suffixed = 0
,Agr_Gend,gree1276,1,,own knowledge,Gender agreement,Agr_Gend_1,no agreement = 0
,Exp_Case,gree1276,1,,own knowledge,Case and number coexponence,Exp_Case_1,no coexponence = 0
,Loc_Obj,gree1276,1,,own knowledge,Dependent-marked,Loc_Obj_1,head-marked = 0
,Loc_Gen,gree1276,0,,own knowledge,Dependent-marked,Loc_Gen_0,dependent-marked = 0
,Align_Nom,gree1276,0,,own knowledge,Accusative alignment,Align_Nom_0,accusative = 0
,Overt_Acc,gree1276,1,,own knowledge,Accusative case,Overt_Acc_1,not overt = 0
,Agr_Acc,gree1276,1,,own knowledge,Agreeing accusative,Agr_Acc_1,no agreement = 0
,Agr_Dat,gree1276,1,,own knowledge,Agreeing dating,Agr_Dat_1,no agreement = 0
,Agr_Loc,gree1276,0,,own knowledge,Preposition which does not agree,Agr_Loc_0,no agreement = 0
,Rel_Head,gree1276,0,,own knowledge,Relative pronoun,Rel_Head_0,no head = 0
,Rel_Gap,gree1276,1,,own knowledge,Relative pronoun,Rel_Gap_1,gap = 0
,Prohib_Clause,gree1276,1,,own knowledge,Typically? different,Prohib_Clause_1,same imperative = 0
,Pos_Coord,sans1269,,,,,Pos_Coord_,medial = 0
,Ord_Obj,sans1269,,,,,Ord_Obj_,OV = 0
,Ord_Gen,sans1269,,,,,Ord_Gen_,GN = 0
,Ord_Adj,sans1269,,,,,Ord_Adj_,NA = 0
,Rank_Temp,sans1269,,,,,Rank_Temp_,balanced = 0
,Aff_Nom,sans1269,,,,,Aff_Nom_,suffixed = 0
,Aff_Vrb,sans1269,,,,,Aff_Vrb_,suffixed = 0
,Agr_Gend,sans1269,,,,,Agr_Gend_,no agreement = 0
,Exp_Case,sans1269,,,,,Exp_Case_,no coexponence = 0
,Loc_Obj,sans1269,,,,,Loc_Obj_,head-marked = 0
,Loc_Gen,sans1269,,,,,Loc_Gen_,dependent-marked = 0
